,Crop,ScientificName,Symbol,NuContAvailable,PlantPartHarvested,CropCategory,YieldUnit,AvYieldUnitWeight(lb),AvMoisture%,AvN%(dry),AvP%(dry),AvK%(dry),YieldUnitWeight(lb)_set,DryMatter%_NAS,AvDryMatter%,N%(dry)_NAS,Protein%(dry)_NAS,,N
658,"Timothy, for silage (early bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,63.7,1.632,0.29,1.69,"2,000",36.3,36.3,1.632,10.2,,0
659,"Timothy, for silage (full bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,64.3,1.552,0.29,1.69,"2,000",35.7,35.7,1.552,9.7,,0
660,"Timothy, for silage (milk stage)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,58.5,1.344,0.29,1.69,"2,000",41.5,41.5,1.344,8.4,,0
661,"Timothy, for silage (pre bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,73.1,1.92,0.29,1.69,"2,000",26.9,26.9,1.92,12,,0
662,"Timothy, for silage (vegetative)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,70.3,1.872,0.32,1.69,"2,000",29.7,29.7,1.872,11.7,,0
663,"Tobacco-Air cured, Burley type",Nicotiana tabacum,NITA,"N,P,K",Stalk and leaf,Fiber and miscellaneous,cwt,100,25,4,0.312,3.86,100,63.57021505,75,2.141487225,13.38627753,,0
664,"Tobacco-Air cured, Havana Seed type",Nicotiana tabacum,NITA,"N,P,K",Leaf,Fiber and miscellaneous,cwt,100,78.5,3.85,0.173,2.9,100,63.57021505,21.5,2.141487225,13.38627753,,0
665,"Tobacco-Air cured, Maryland Broadleaf  type",Nicotiana tabacum,NITA,N,Stalk and leaf,Fiber and miscellaneous,cwt,100,18,3.1,#DIV/0!,#DIV/0!,100,63.57021505,82,2.141487225,13.38627753,,0
666,Tobacco-Flue-cured,Nicotiana tabacum,NITA,"N,P,K",Leaf,Fiber and miscellaneous,cwt,100,20,2.133,0.2725,1.989,100,63.57021505,80,2.141487225,13.38627753,,0
667,Tomato,Solanum lycopersicum var. lycopersicum,SOLYL,"N,P,K",Fruit,Vegetable,lb of fruit ,1,94,2.558023392,0.471052632,4.278701754,10,6.1,6,2.624,16.4,,0
668,"Trefoil-Birdsfoot, for green chop",Lotus corniculatus,LOCO6,"N,P,K",Aboveground biomass,Forage,ton,2000,80.13,3.162666667,0.24,2.786666667,"2,000",22.5,19.87,3.424,21.4,,0
669,"Trefoil-Birdsfoot, for green chop (early bloom)",Lotus corniculatus,LOCO6,N,Aboveground biomass,Forage,ton,2000,75,3.2,#DIV/0!,#DIV/0!,"2,000",63.57021505,25,2.141487225,13.38627753,,0
670,"Trefoil-Birdsfoot, for green chop (mid bloom to full bloom)",Lotus corniculatus,LOCO6,"N,P,K",Aboveground biomass,Forage,ton,2000,78,2.63,0.27,2.98,"2,000",63.57021505,22,2.141487225,13.38627753,,0
671,"Trefoil-Birdsfoot, for hay",Lotus corniculatus,LOCO6,"N,P,K",Aboveground biomass,Forage,ton,2000,9.97,2.517333333,0.226666667,1.886666667,"2,000",89,90.03,2.56,16,,0
672,"Trefoil-Birdsfoot, for hay (early bloom)",Lotus corniculatus,LOCO6,N,Aboveground biomass,Forage,ton,2000,12.8,3.11,#DIV/0!,#DIV/0!,"2,000",63.57021505,87.2,2.141487225,13.38627753,,0
673,"Trefoil-Birdsfoot, for hay (mid bloom to full bloom)",Lotus corniculatus,LOCO6,N,Aboveground biomass,Forage,ton,2000,10.7,2.252,#DIV/0!,#DIV/0!,"2,000",63.57021505,89.3,2.141487225,13.38627753,,0
674,"Triticale, for grain",X Triticosecale rimpaui,TRRI8,"N,P,K",Caryopsis,Cereal and oil,bu,48,10.95,2.453661029,0.34,0.57,48,63.57021505,89.05,2.141487225,13.38627753,,0
675,"Turnip, for green chop",Brassica rapa var. rapa,BRRAR,"N,P,K",Aboveground biomass,Forage,ton,2000,86.53,3.298,0.4225,3.015,"2,000",12.7,13.48,3.488,21.8,,0
676,"Turnip, for green chop",Brassica rapa var. rapa,BRRAR,"N,P,K",Leaf,Vegetable,lb of leaf,1,87.3,3.488,0.51,3,1,12.7,12.7,3.488,21.8,,0
677,"Turnip, for root",Brassica rapa var. rapa,BRRAR,"N,P,K",Root,Vegetable,lb of root,1,91.06,2.242012903,0.318758961,2.732139785,50,9.7,8.94,1.824,11.4,,0
678,"Vetch, for seed",Vicia sp.,VICIA,"N,P",Seed,Forage,lb of seed,1,9.55,4.608,0.59,#DIV/0!,1,63.57021505,90.45,2.141487225,13.38627753,,0
679,"Vetch-Common, for green chop",Vica sativa,VISA,"N,P,K",Aboveground biomass,Forage,ton,2000,79.7,2.983098039,0.331045752,2.5,"2,000",20.4,20.3,2.976,18.6,,0
680,"Vetch-Common, for green chop (early bloom)",Vica sativa,VISA,"N,P,K",Aboveground biomass,Forage,ton,2000,75,3.7,0.26,3.15,"2,000",63.57021505,25,2.141487225,13.38627753,,0
681,"Vetch-Common, for green chop (full bloom)",Vica sativa,VISA,"N,P,K",Aboveground biomass,Forage,ton,2000,75,3,0.35,2.51,"2,000",63.57021505,25,2.141487225,13.38627753,,0
682,"Vetch-Common, for hay",Vica sativa,VISA,"N,P,K",Aboveground biomass,Forage,ton,2000,12.2,2.596629214,0.359850187,2.238127341,"2,000",85.4,87.8,2.8,17.5,,0
683,"Vetch-Common, for hay (early bloom)",Vica sativa,VISA,N,Aboveground biomass,Forage,ton,2000,16,3.552,#DIV/0!,#DIV/0!,"2,000",83,84,3.504,21.9,,0
684,"Vetch-Common, for hay (full bloom)",Vica sativa,VISA,N,Aboveground biomass,Forage,ton,2000,14.7,2.938,#DIV/0!,#DIV/0!,"2,000",85.6,85.3,2.976,19.5,,0
685,"Vetch-Hairy, for green chop (mid bloom)",Vica villosa,VIVI,"N,P,K",Aboveground biomass,Forage,ton,2000,78.25,3.754,0.33,2.25,"2,000",18.5,21.75,3.808,23.8,,0
686,"Vetch-Hairy, for hay",Vica villosa,VIVI,"N,P,K",Aboveground biomass,Forage,ton,2000,12.1,3.679821555,0.35628692,2.228636364,"2,000",88.8,87.9,3.68,23,,0
687,"Vetch-Hairy, for hay (vegetative)",Vica villosa,VIVI,"N,P,K",Aboveground biomass,Forage,ton,2000,11.5,3.616,0.36,2.09,"2,000",88.5,88.5,3.616,22.6,,0
688,"Walnut-Black, for seed extracted from nut",Juglans nigra,JUNI,"N,P,K",Nut,Tree and fruit,lb of nut,1,4.36,4.073609369,0.485152656,0.547887913,1,63.57021505,95.64,2.141487225,13.38627753,,0
689,Walnut-English or Persian,Juglans regia,JURE80,"N,P,K",Nut,Tree and fruit,lb of nut,1,3.65,2.373015049,0.329008822,0.521017125,1,63.57021505,96.35,2.141487225,13.38627753,,0
690,"Wheat, for green chop",Triticum sp.,TRITI,"N,P",Aboveground biomass,Forage,ton,2000,73.55,2.336,0.31,#DIV/0!,"2,000",25.9,26.45,2.56,16,,0
691,"Wheat, for green chop (milk stage)",Triticum sp.,TRITI,N,Aboveground biomass,Forage,ton,2000,73.4,1.92,#DIV/0!,#DIV/0!,"2,000",26.6,26.6,1.92,12,,0
692,"Wheat, for hay",Triticum sp.,TRITI,"N,P,K",Aboveground biomass,Forage,ton,2000,11.3,1.251017699,0.197278761,1.204026549,"2,000",86.4,88.7,1.2,7.5,,0
693,"Wheat, for hay (dough stage)",Triticum sp.,TRITI,N,Aboveground biomass,Forage,ton,2000,17.45,1.28,#DIV/0!,#DIV/0!,"2,000",82.6,82.55,1.28,8,,0
694,"Wheat, for hay (mature)",Triticum sp.,TRITI,"N,P",Aboveground biomass,Forage,ton,2000,12.75,1.232,0.2,#DIV/0!,"2,000",85.2,87.25,1.2,7.5,,0
695,"Wheat, for hay (milk stage)",Triticum sp.,TRITI,N,Aboveground biomass,Forage,ton,2000,15.7,1.456,#DIV/0!,#DIV/0!,"2,000",84.3,84.3,1.456,9.1,,0
696,"Wheat-Bread-Hard Red Spring, for grain",Triticum aestivum,TRAE,"N,P,K",Caryopsis,Cereal and oil,bu,60,11.45,2.703995561,0.434650388,0.41,60,90.1,88.55,2.141487225,13.38627753,,0
697,"Wheat-Bread-Hard Red Winter, for grain",Triticum aestivum,TRAE,"N,P,K",Caryopsis,Cereal and oil,bu,60,11.68,2.303221477,0.434949664,0.486666667,60,88.8,88.32,2.192,13.7,,0
698,"Wheat-Bread-Soft Red Winter, for grain",Triticum aestivum,TRAE,"N,P,K",Caryopsis,Cereal and oil,bu,60,11.44,1.943870852,0.373778027,0.453333333,60,89.2,88.56,1.872,11.7,,0
699,"Wheat-Bread-Soft White Winter, for grain",Triticum aestivum,TRAE,"N,P,K",Caryopsis,Cereal and oil,bu,60,11.41,1.800168256,0.368823612,0.486666667,60,88,88.59,2.141487225,13.38627753,,0
700,"Wheat-Durum, for grain",Triticum durum,TRDU3,"N,P,K",Caryopsis,Cereal and oil,bu,60,11.83,2.432,0.423333333,0.503333333,60,88.8,88.17,2.288,14.3,,0
701,"Wheatgrass, for green chop",Poaceae,None,N,Aboveground biomass,Forage,ton,2000,55.4,1.392,#DIV/0!,#DIV/0!,"2,000",44.6,44.6,1.392,8.7,,0
702,"Wheatgrass, for green chop (mature)",Poaceae,None,N,Aboveground biomass,Forage,ton,2000,39.5,1.44,#DIV/0!,#DIV/0!,"2,000",60.5,60.5,1.44,9,,0
703,"Wheatgrass, for green chop part (early bloom)",Poaceae,None,N,Aboveground biomass,Forage,ton,2000,63.4,1.456,#DIV/0!,#DIV/0!,"2,000",36.6,36.6,1.456,9.1,,0
704,"Wheatgrass, for hay",Poaceae,None,"N,P",Aboveground biomass,Forage,ton,2000,8.37,1.343486506,0.07,#DIV/0!,"2,000",90.8,91.63,1.296,8.1,,0
705,"Wheatgrass, for hay (early bloom)",Poaceae,None,"N,P,K",Aboveground biomass,Forage,ton,2000,8,1.376,0.27,2.67,"2,000",92,92,1.376,8.6,,0
706,"Wheatgrass, for hay (late bloom)",Poaceae,None,N,Aboveground biomass,Forage,ton,2000,10.2,0.848,#DIV/0!,#DIV/0!,"2,000",89.8,89.8,0.848,5.3,,0
707,"Wheatgrass, for hay (mature)",Poaceae,None,"N,P",Aboveground biomass,Forage,ton,2000,9.6,0.848,0.1,#DIV/0!,"2,000",90.4,90.4,0.848,5.3,,0
708,"Wheatgrass-Bluebunch, for hay (over ripe)",Pseudoroegneria spicata,PSSP6,N,Aboveground biomass,Forage,ton,2000,11.1,0.544,#DIV/0!,#DIV/0!,"2,000",88.9,88.9,0.544,3.4,,0
709,"Wheatgrass-Crested, for green chop",Agropyron sp.,AGROP2,"N,P,K",Aboveground biomass,Forage,ton,2000,54.25,1.872,0.14,1.72,"2,000",46.5,45.75,2.141487225,13.38627753,,0
710,"Wheatgrass-Crested, for green chop (early bloom)",Agropyron sp.,AGROP2,"N,P",Aboveground biomass,Forage,ton,2000,62.4,1.541333333,0.18,#DIV/0!,"2,000",36.9,37.6,1.168,7.3,,0
711,"Wheatgrass-Crested, for green chop (full bloom)",Agropyron sp.,AGROP2,"N,P,K",Aboveground biomass,Forage,ton,2000,61.27,1.188437218,0.15,1.04,"2,000",63.57021505,38.73,2.141487225,13.38627753,,0
712,"Wheatgrass-Crested, for green chop (mature)",Agropyron sp.,AGROP2,"N,P,K",Aboveground biomass,Forage,ton,2000,44.7,1.000833333,0.145833333,1.04,"2,000",60,55.3,0.88,5.5,,0
713,"Wheatgrass-Crested, for hay",Agropyron sp.,AGROP2,"N,P",Aboveground biomass,Forage,ton,2000,7.85,1.528,0.15,#DIV/0!,"2,000",92.3,92.15,1.264,7.9,,0
714,"Wheatgrass-Crested, for hay (early bloom)",Agropyron sp.,AGROP2,"N,P",Aboveground biomass,Forage,ton,2000,13.03,1.904444444,0.27,#DIV/0!,"2,000",90.9,86.97,2.48,15.5,,0
715,"Wheatgrass-Crested, for hay (full bloom)",Agropyron sp.,AGROP2,"N,P",Aboveground biomass,Forage,ton,2000,12.55,1.396,0.16,#DIV/0!,"2,000",94.9,87.45,1.392,8.7,,0
716,"Wheatgrass-Crested, for hay (mature)",Agropyron sp.,AGROP2,"N,P",Aboveground biomass,Forage,ton,2000,10.6,0.776,0.09,#DIV/0!,"2,000",94.4,89.4,0.624,3.9,,0
717,"Wheatgrass-Crested, for hay (mid bloom)",Agropyron sp.,AGROP2,N,Aboveground biomass,Forage,ton,2000,3.6,1.832,#DIV/0!,#DIV/0!,"2,000",96.4,96.4,1.552,9.7,,0
718,"Wheatgrass-Intermediate, for hay",Thinopyrum intermedium,THIN6,"N,P,K",Aboveground biomass,Forage,ton,2000,9.95,1.303407407,0.19,1.65,"2,000",90.1,90.05,1.312,8.2,,0
719,"Wheatgrass-Slender, for hay",Elymus trachycaulus,ELTR7,"N,P,K",Aboveground biomass,Forage,ton,2000,8.93,1.396740741,0.254166667,2.679444444,"2,000",92,91.08,1.344,8.4,,0
720,"Wheatgrass-Slender, for hay (early bloom)",Elymus trachycaulus,ELTR7,N,Aboveground biomass,Forage,ton,2000,5.4,1.936,#DIV/0!,#DIV/0!,"2,000",94.6,94.6,1.936,12.1,,0
721,"Wheatgrass-Slender, for hay (full bloom)",Elymus trachycaulus,ELTR7,N,Aboveground biomass,Forage,ton,2000,6.8,1.472,#DIV/0!,#DIV/0!,"2,000",93.2,93.2,1.472,9.2,,0
722,"Wheatgrass-Slender, for hay (vegetative)",Elymus trachycaulus,ELTR7,N,Aboveground biomass,Forage,ton,2000,7.1,2.88,#DIV/0!,#DIV/0!,"2,000",92.9,92.9,2.88,18,,0
723,"Wheatgrass-Tall, for hay",Thinopyrum ponticum,THPO7,N,Aboveground biomass,Forage,ton,2000,11,1.264,#DIV/0!,#DIV/0!,"2,000",63.57021505,89,1.376,8.6,,0
724,"Wheatgrass-Thickspike, for hay",Elymus lanceolatus,ELLA3,N,Aboveground biomass,Forage,ton,2000,8,1.2,#DIV/0!,#DIV/0!,"2,000",92,92,1.2,7.5,,0
725,"Wheatgrass-Western, for hay",Pascopyrum smithii,PASM,"N,P",Aboveground biomass,Forage,ton,2000,10.85,1.376,0.25,#DIV/0!,"2,000",89.4,89.15,1.376,8.6,,0
726,"Wheatgrass-Western, for hay (full bloom)",Pascopyrum smithii,PASM,N,Aboveground biomass,Forage,ton,2000,6.6,1.376,#DIV/0!,#DIV/0!,"2,000",93.4,93.4,1.376,8.6,,0
727,"Wheatgrass-Western, for hay (mature)",Pascopyrum smithii,PASM,"N,P",Aboveground biomass,Forage,ton,2000,10.1,0.736,0.08,#DIV/0!,"2,000",90.2,89.9,0.736,4.6,,0
728,"Wheatgrass-Western, for hay (vegetative)",Pascopyrum smithii,PASM,"N,P",Aboveground biomass,Forage,ton,2000,11.8,1.92,0.21,#DIV/0!,"2,000",88.2,88.2,1.92,12,,0
729,"Wheat-Spelt, for grain",Triticum spelta,TRSP3,"N,P",Caryopsis,Cereal and oil,bu,40,10.17,2.128,0.42,#DIV/0!,40,89.6,89.83,2.128,13.3,,0
730,"Wheat-Spelt, for straw",Triticum spelta,TRSP3,N,Straw,Cereal and oil,lb straw/bu grain,80.475,17.25,0.528,#DIV/0!,#DIV/0!,40,82.8,82.75,0.528,3.3,,0
731,"Wheat-Spring including Durum, for straw",Triticum sp.,TRITI,"N,P,K",Straw,Cereal and oil,lb straw/bu grain,80.475,9.22,0.63895731,0.063898488,1.173574514,40,87.8,90.78,0.592,3.7,,0
732,"Wheat-Winter, for straw",Triticum sp.,TRITI,"N,P,K",Straw,Cereal and oil,lb straw/bu grain,92.475,9.22,0.63895731,0.063898488,1.173574514,40,87.8,90.78,0.592,3.7,,0
733,"Wildrice, for grain",Zizania palustris,ZIPA3,"N,P,K",Caryopsis,Cereal and oil,lb of caryopsis,1,37.5,2.64432,0.4995,0.489,1,63.57021505,62.5,2.141487225,13.38627753,,0
734,"Wildrice, for straw",Zizania palustris,ZIPA3,"N,P,K",Straw,Cereal and oil,lb straw/lb grain,1.31,9.2,0.809,0.11,0.788,1,63.57021505,90.8,2.141487225,13.38627753,,0
735,Yam,Dioscorea sp.,DIOSC,"N,P,K",Tuber,Vegetable,lb of tuber,1,74,1.107692308,0.25,2.307692308,50,63.57021505,26,2.141487225,13.38627753,,0
736,Barbados Cherry,Malpighia emarginata,MAEM,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,91.41,0.745052387,0.128055879,1.699650757,1,63.57021505,8.59,2.141487225,13.38627753,,0
